path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:157	CitadelPublicationInterruption::$before = true;	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:159	CitadelPublicationInterruption::$before = false;	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:160	self::assertFileDoesNotExist(CitadelPublicationInterruption::$publishedPath);	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:172	self::assertFileDoesNotExist(CitadelPublicationInterruption::$publishedPath);	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:205	self::assertCount(1, glob($f->root.'/var/imperium/citadel/children/*', GLOB_ONLYDIR));	persisted/signed/wire identity	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:222	$process = proc_open([PHP_BINARY, dirname(__DIR__, 2).'/fixtures/citadel-recovery-worker.php', $f->root, (string) $f->clock->at],	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:239	self::assertCount(1, glob($f->root.'/var/imperium/citadel/children/*', GLOB_ONLYDIR));	persisted/signed/wire identity	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:249	CitadelPublicationInterruption::$afterUnlockRoot = $f->root;	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:251	CitadelPublicationInterruption::$afterUnlock = function () use ($f, $id, &$other): void {	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:274	CitadelPublicationInterruption::$root = $this->f->root;	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:276	self::assertNotNull(CitadelPublicationInterruption::$publishedPath);	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:277	self::assertFileExists(CitadelPublicationInterruption::$publishedPath);	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelFormationCorrectionTest.php:278	return CitadelPublicationInterruption::$publishedPath;	enclosing Citadel	Author/source at Git blob b34f8abd30b618532524d77bea5c06a7af5637f9	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34870e2a8e892160f008093f94ca032ffd77622da806354571fafcc43d29be66
tests/Imperium/Runtime/CitadelInterviewCompletionTest.php:6	use App\Tests\Imperium\Runtime\Support\CitadelFormationFixture;	enclosing Citadel	Author/source at Git blob aed1928071188f391c81d54fa037809081bcb17a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	ec755559ce1ca32a8aa1cce83fa6cd79e79427bfd0caff76a7eb6437fc210e98
tests/Imperium/Runtime/CitadelInterviewCompletionTest.php:10	final class CitadelInterviewCompletionTest extends TestCase	enclosing Citadel	Author/source at Git blob aed1928071188f391c81d54fa037809081bcb17a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	ec755559ce1ca32a8aa1cce83fa6cd79e79427bfd0caff76a7eb6437fc210e98
tests/Imperium/Runtime/CitadelInterviewCompletionTest.php:12	private CitadelFormationFixture $f;	enclosing Citadel	Author/source at Git blob aed1928071188f391c81d54fa037809081bcb17a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	ec755559ce1ca32a8aa1cce83fa6cd79e79427bfd0caff76a7eb6437fc210e98
tests/Imperium/Runtime/CitadelInterviewCompletionTest.php:13	protected function setUp(): void { $this->f = new CitadelFormationFixture(); }	enclosing Citadel	Author/source at Git blob aed1928071188f391c81d54fa037809081bcb17a	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	ec755559ce1ca32a8aa1cce83fa6cd79e79427bfd0caff76a7eb6437fc210e98
tests/Imperium/Runtime/CitadelInterviewCompletionTest.php:104	$f->run('reply', ['intakeId' => $id, 'content' => $terms['content'], 'changedIntent' => $changed, 'decision' => $f->sign('REPLY_TO_CITADEL', $terms)]);	persisted/signed/wire identity	Author/source at Git blob aed1928071188f391c81d54fa037809081bcb17a	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	ec755559ce1ca32a8aa1cce83fa6cd79e79427bfd0caff76a7eb6437fc210e98
tests/Imperium/Runtime/CitadelMissionFormationTest.php:6	use App\Imperium\Runtime\Citadel\Formation\{FormationJournal, FormationPlan, SessionExposure, UnavailableFormationTransport};	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:7	use App\Tests\Imperium\Runtime\Support\CitadelFormationFixture;	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:10	final class CitadelMissionFormationTest extends TestCase	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:12	private CitadelFormationFixture $f;	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:13	protected function setUp(): void { $this->f = new CitadelFormationFixture(); }	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:22	$process = proc_open([PHP_BINARY, dirname(__DIR__, 2).'/fixtures/citadel-intake-worker.php', $f->root],	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:44	$candidate = $f->candidate($state['citadel_id'], 'citadel.castellan');	interview Seat	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	exact Courtthane successor or explicit old refusal/recovery	No signed target/effect translation	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:46	$terms = ['candidate' => $candidate, 'scope' => $state['citadel_id'], 'seat' => 'citadel.castellan', 'generation' => 1];	interview Seat	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	exact Courtthane successor or explicit old refusal/recovery	No signed target/effect translation	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:48	$f->run('appoint-castellan', ['candidate' => $candidate, 'decision' => $f->sign('APPOINT_CASTELLAN', $terms)]);	interview Seat	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	exact Courtthane successor or explicit old refusal/recovery	No signed target/effect translation	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:54	$delegation = ['role' => 'garrison', 'public_key' => base64_encode(sodium_crypto_sign_publickey($pair)), 'scope' => $state['citadel_id'], 'expires_at' => $f->clock->at + 600, 'actor' => $actor];	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:77	$f->transport->response = CitadelFormationFixture::understanding();	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:113	self::assertDirectoryDoesNotExist($f->root.'/var/imperium/citadel/children');	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:120	self::assertDirectoryDoesNotExist($f->root.'/var/imperium/citadel/children');	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:125	self::assertDirectoryDoesNotExist($f->root.'/var/imperium/citadel/children');	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:176	$f->run('reply', ['intakeId' => $id, 'content' => 'One hour.', 'changedIntent' => false, 'decision' => $f->sign('REPLY_TO_CITADEL', $terms)]);	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:220	$f->run('reply', ['intakeId' => $id, 'content' => $terms['content'], 'changedIntent' => true, 'decision' => $f->sign('REPLY_TO_CITADEL', $terms)]);	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:235	$plan = CitadelFormationFixture::plan();	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:302	self::assertDirectoryDoesNotExist($f->root.'/var/imperium/citadel/children');	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:309	'decision' => $f->sign('REPLY_TO_CITADEL', $reply)]);	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:320	$block = $f->root.'/var/imperium/citadel/children';	persisted/signed/wire identity	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelMissionFormationTest.php:333	// and recovery are now covered by CitadelFormationCorrectionTest, CF02.	reception/formation function	Author/source at Git blob 1d5ee060c085670079c1d5bfbba92d9243b91d67	Exact consumers and retained categories in compatibility contract	retain source names; change exact holder consumers	No source moves; frozen scanner extension unnecessary	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	894889c82206bb8ef05549e8a77373491a851a21774767af80bdd4997b16876f
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:6	use App\Command\{CitadelPreparationCommand, CitadelPublicInstitutionsCommand};	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:7	use App\Imperium\Runtime\Citadel\Formation\{FormationPreparation, FormationInstitution, FormationJournal, UnavailableFormationTransport};	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:10	use App\Tests\Imperium\Runtime\Support\CitadelFormationFixture;	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:17	final class CitadelReadinessPreparationTest extends TestCase	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:19	private CitadelFormationFixture $f;	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:20	protected function setUp(): void { $this->f = new CitadelFormationFixture(); }	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:61	public static function tampering(): iterable { foreach (['destination', 'model', 'trust_fingerprint', 'citadel_id', 'object_digest'] as $f) { yield $f => [$f]; } }	persisted/signed/wire identity	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:66	$input = ['schema' => 'imperium.citadel-readiness-public/v1', 'installation' => null, 'trust' => $state['state']['trust'],	persisted/signed/wire identity	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:80	$tester = new CommandTester(new CitadelPublicInstitutionsCommand(new FormationInstitution($this->f->root)));	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:85	$tester = new CommandTester(new CitadelPublicInstitutionsCommand(new FormationInstitution($empty)));	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:117	$c->register(CitadelPreparationCommand::class)->setAutowired(true)->setPublic(true);	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:121	$tester = new CommandTester($c->get(CitadelPreparationCommand::class));	enclosing Citadel	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/CitadelReadinessPreparationTest.php:130	return ['schema' => 'imperium.citadel-preparation-request/v1', 'citadel_id' => $state['citadel_id'],	persisted/signed/wire identity	Author/source at Git blob 2a07fc7186519febe868fad0f923219098997f83	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	621b418cef0357d3ec4772421abeb4f61b72269ea0057799e62677f02fee6c95
tests/Imperium/Runtime/ClaimBoundCredentialBrokerTest.php:8	use App\Imperium\Runtime\Citadel\DeepSeekDelegatePlatformAdapter;	enclosing Citadel	Author/source at Git blob f8b20a11f4ec5d9c325066d7c6516b2a416f00f2	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	9d3275e22028a004616c609803a982716af3cf8a36eb6cc9798d5c3b29786964
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:8	use App\Imperium\Runtime\Citadel\CommissionerCognitionResultReviewService;	enclosing Citadel	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:21	self::assertSame('CITADEL_LEGATE_COGNITION_RESULT_ACCEPTED_COMMISSION_CLOSED_NO_DOWNSTREAM_AUTHORITY', $review['status']);	persisted/signed/wire identity	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
tests/Imperium/Runtime/CommissionerCognitionResultReviewServiceTest.php:44	self::assertSame('CITADEL_LEGATE_COGNITION_RESULT_REJECTED_COMMISSION_CLOSED_NO_DOWNSTREAM_AUTHORITY', $review['status']);	persisted/signed/wire identity	Author/source at Git blob 502ea692bce4fafe0f7d2f98d4106fcde72e6bef	Exact consumers and retained categories in compatibility contract	retain exact format and one domain	No identity, lock, registry, budget or replay split	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	287fe9ff8608348ae770bc375d98793e92b44fc77dc5527baca3d21d87b7295a
